incident_id,date,time,year,month,hour,day_of_week,area,locality,street_name,zone,location_type,latitude,longitude,incident_type,incident_sub_type,severity,status,department,response_time_minutes,people_involved,victim_count,injuries,damage_cost,report_source,lighting_condition,cctv_available,premises_status,weather_condition,offender_captured
488,2025-10-15,01:40:00,2025,10,1,Tuesday,Miyapur,Industrial Road,West,North,Industrial Area,17.487445,78.386026,Public Complaint,Car Accident,Low,In Progress,GHMC,22,37,16,6,67043,Anonymous,Daylight,No,Open,Cloudy,No
489,2025-10-26,05:55:00,2025,10,5,Tuesday,Uppal,Market Road,East,East,Commercial,17.403473,78.570138,Accident,Theft,Critical,Open,Traffic Police,48,14,11,9,5599,Driver,Daylight,Yes,Open,Clear,Yes
490,2025-11-06,22:10:00,2025,11,22,Thursday,Charminar,Old City Lane,South,South,Commercial,17.372633,78.471455,Medical Emergency,Heart Attack,High,Open,Ambulance,32,37,3,2,45276,Neighbor,Dim,No,Open,Hot,Yes
492,2025-11-28,10:40:00,2025,11,10,Wednesday,Ameerpet,Hospital Road,Central,Central,Hospital,17.436656,78.458689,Medical Emergency,Noise Complaint,Critical,Open,Ambulance,23,36,15,3,68735,Citizen,Daylight,Yes,Open,Cloudy,No
493,2025-12-09,14:55:00,2025,12,14,Saturday,LB Nagar,Metro Road,East,East,Commercial,17.354658,78.539564,Disaster,Heart Attack,High,In Progress,Disaster Management,15,49,13,5,112101,Driver,Well-lit,Yes,Open,Clear,Yes
494,2025-12-20,08:10:00,2025,12,8,Monday,Nampally,Main Road,Central,Central,Residential,17.39557,78.48474,Medical Emergency,Theft,Critical,Open,Ambulance,13,6,2,2,71877,Neighbor,Well-lit,No,Open,Cloudy,No
495,2025-12-31,23:25:00,2025,12,23,Wednesday,Tolichowki,Residential Area,South,South,Commercial,17.398267,78.411562,Public Complaint,Car Accident,Medium,In Progress,GHMC,14,5,2,1,14031,Neighbor,Well-lit,Yes,Open,Cloudy,No
496,2022-01-09,06:40:00,2022,1,6,Sunday,Hitech City,IT Park Road,West,West,Public Park,17.4543,78.381536,Crime,Fire Alert,High,Open,Police,49,28,13,13,164391,Police,Daylight,No,Open,Rain,No
497,2022-01-20,21:55:00,2022,1,21,Friday,Medchal,Highway Road,North,North,Residential,17.575682,78.491662,Disaster,Car Accident,High,Open,Disaster Management,21,24,0,0,94461,Police,No Streetlights,Yes,Open,Rain,No
498,2022-01-31,13:10:00,2022,1,13,Thursday,Begumpet,Metro Road,North,Central,Commercial,17.436541,78.48792,Medical Emergency,Noise Complaint,Critical,In Progress,Ambulance,49,31,9,3,38721,Neighbor,Daylight,Yes,Open,Heavy Rain,No
499,2022-02-11,03:25:00,2022,2,3,Friday,Shamshabad,Airport Road,South,South,Commercial,17.330293,78.443927,Accident,Flood,Low,Open,Traffic Police,18,17,9,5,50157,Anonymous,Dim,Yes,Open,Heavy Rain,Yes
500,2022-02-22,18:40:00,2022,2,18,Tuesday,Patancheru,Industrial Road,North,North,Industrial Area,17.532444,78.414088,Fire,Car Accident,Critical,In Progress,Fire Department,59,3,3,3,59181,Driver,Dim,No,Open,Cloudy,No
501,2022-03-05,00:55:00,2022,3,0,Saturday,Shadnagar,Village Area,South,South,Village Area,17.290212,78.401239,Fire,Fire Alert,Critical,Resolved,Fire Department,47,8,1,0,185007,Anonymous,Well-lit,No,Open,Fog,Yes
502,2022-03-16,22:10:00,2022,3,22,Thursday,Hayathnagar,School Street,East,East,School,17.379047,78.513834,Disaster,Theft,Medium,In Progress,Disaster Management,31,39,6,5,124061,Driver,Dim,Yes,Open,Heavy Rain,Yes
503,2022-03-27,01:25:00,2022,3,1,Sunday,Chevella,Agricultural Road,South,South,Residential,17.309275,78.42523,Crime,Fire Alert,High,Resolved,Police,29,46,16,15,109425,Neighbor,Dim,No,Open,Heavy Rain,No
504,2022-04-07,20:40:00,2022,4,20,Tuesday,Madhapur,Road No 36,West,West,Commercial,17.453069,78.405851,Disaster,Theft,High,Open,Disaster Management,12,39,5,0,135542,Neighbor,Dim,No,Open,Clear,No
505,2022-04-18,23:55:00,2022,4,23,Tuesday,Gachibowli,Lake View Road,West,West,Commercial,17.444525,78.353961,Crime,Heart Attack,Low,Resolved,Police,28,30,4,0,4598,Family,Dim,No,Open,Rain,Yes
506,2022-04-29,09:10:00,2022,4,9,Thursday,Secunderabad,Railway Station Road,North,North,Residential,17.436691,78.485726,Disaster,Noise Complaint,High,Resolved,Disaster Management,38,3,3,1,1512,Citizen,Well-lit,Yes,Open,Fog,Yes
507,2022-05-10,22:25:00,2022,5,22,Wednesday,Banjara Hills,Road No 12,Central,Central,Commercial,17.430602,78.469145,Public Complaint,Fire Alert,Medium,Resolved,GHMC,38,47,20,6,143838,Neighbor,Dim,Yes,Open,Rain,Yes
508,2022-05-21,13:30:00,2022,5,13,Tuesday,Jubilee Hills,Metro Road,Central,Central,Residential,17.421324,78.476638,Public Complaint,Heart Attack,Low,Open,GHMC,44,37,3,1,109760,Family,Well-lit,Yes,Open,Cloudy,No
509,2022-06-01,01:45:00,2022,6,1,Tuesday,Miyapur,Industrial Road,West,North,Industrial Area,17.501607,78.376158,Medical Emergency,Car Accident,High,Resolved,Ambulance,51,11,7,3,152730,Family,Daylight,Yes,Open,Clear,No
510,2022-06-12,04:00:00,2022,6,4,Sunday,Uppal,Market Road,East,East,Commercial,17.409286,78.554198,Crime,Noise Complaint,Medium,Resolved,Police,44,27,7,7,78045,Driver,Dim,No,Open,Clear,Yes
511,2022-06-23,22:15:00,2022,6,22,Tuesday,Charminar,Old City Lane,South,South,Residential,17.362988,78.459753,Disaster,Car Accident,Critical,Open,Disaster Management,12,30,10,3,21319,Police,No Streetlights,No,Open,Clear,Yes
512,2022-07-04,17:30:00,2022,7,17,Saturday,Kukatpally,School Street,North,Central,School,17.498276,78.404244,Fire,Heart Attack,Low,Resolved,Fire Department,54,12,1,0,183883,Citizen,Dim,No,Open,Clear,No
513,2022-07-15,21:45:00,2022,7,21,Wednesday,Ameerpet,Hospital Road,Central,Central,Hospital,17.44762,78.458015,Disaster,Noise Complaint,High,Open,Disaster Management,39,2,1,0,34230,Police,Dim,No,Open,Clear,Yes
514,2022-07-26,12:00:00,2022,7,12,Wednesday,LB Nagar,Metro Road,East,East,Commercial,17.354489,78.551867,Disaster,Theft,Critical,Resolved,Disaster Management,35,23,12,9,180119,Neighbor,Daylight,No,Open,Rain,No
515,2022-08-06,07:15:00,2022,8,7,Tuesday,Nampally,Main Road,Central,Central,Commercial,17.389396,78.501034,Disaster,Flood,High,Open,Disaster Management,45,49,12,10,35897,Anonymous,No Streetlights,Yes,Open,Rain,Yes
516,2022-08-17,23:30:00,2022,8,23,Sunday,Tolichowki,Residential Area,South,South,Commercial,17.382329,78.419424,Disaster,Car Accident,Critical,Open,Disaster Management,15,37,13,2,153115,Anonymous,Dim,Yes,Open,Fog,No
517,2022-08-28,05:45:00,2022,8,5,Tuesday,Hitech City,IT Park Road,West,West,Public Park,17.452863,78.380964,Disaster,Theft,Low,Open,Disaster Management,8,4,2,1,90134,Police,Daylight,Yes,Open,Cloudy,Yes
518,2022-09-08,19:00:00,2022,9,19,Wednesday,Medchal,Highway Road,North,North,Residential,17.562647,78.482592,Accident,Theft,High,In Progress,Traffic Police,18,5,5,4,65475,Neighbor,Well-lit,Yes,Open,Cloudy,No
519,2022-09-19,11:15:00,2022,9,11,Monday,Begumpet,Metro Road,North,Central,Commercial,17.431359,78.487237,Disaster,Flood,Low,In Progress,Disaster Management,46,7,0,0,108583,Family,Well-lit,No,Open,Rain,No
520,2022-09-30,02:30:00,2022,9,2,Monday,Shamshabad,Airport Road,South,South,Residential,17.309459,78.420564,Public Complaint,Car Accident,Medium,Resolved,GHMC,20,10,6,1,157644,Neighbor,No Streetlights,No,Open,Fog,No
521,2022-10-11,15:45:00,2022,10,15,Sunday,Patancheru,Industrial Road,North,North,Industrial Area,17.533184,78.418371,Fire,Theft,High,Open,Fire Department,11,37,15,3,152018,Police,Well-lit,Yes,Open,Fog,Yes
522,2022-10-22,04:00:00,2022,10,4,Monday,Shadnagar,Village Area,South,South,Village Area,17.293187,78.386572,Accident,Heart Attack,Critical,Resolved,Traffic Police,33,2,1,1,160787,Family,Dim,Yes,Open,Clear,Yes
523,2022-11-02,20:15:00,2022,11,20,Wednesday,Hayathnagar,School Street,East,East,School,17.375194,78.532551,Fire,Theft,Low,In Progress,Fire Department,39,25,3,0,19034,Family,Dim,Yes,Open,Rain,Yes
524,2022-11-13,03:30:00,2022,11,3,Saturday,Chevella,Agricultural Road,South,South,Residential,17.310931,78.411546,Disaster,Theft,High,Open,Disaster Management,31,22,20,14,22390,Police,Well-lit,No,Open,Hot,Yes
525,2022-11-24,18:45:00,2022,11,18,Friday,Madhapur,Road No 36,West,West,Commercial,17.459107,78.400515,Fire,Fire Alert,Medium,In Progress,Fire Department,48,41,4,0,183452,Family,No Streetlights,No,Open,Cloudy,Yes
526,2022-12-05,22:00:00,2022,12,22,Sunday,Gachibowli,Lake View Road,West,West,Commercial,17.440631,78.359024,Disaster,Flood,High,Open,Disaster Management,55,42,11,0,65708,Neighbor,Daylight,Yes,Open,Rain,Yes
527,2022-12-16,10:15:00,2022,12,10,Thursday,Secunderabad,Railway Station Road,North,North,Commercial,17.433235,78.494557,Fire,Noise Complaint,Critical,Resolved,Fire Department,54,47,4,2,105883,Family,Daylight,No,Open,Clear,No
528,2022-12-27,00:30:00,2022,12,0,Sunday,Banjara Hills,Road No 12,Central,Central,Residential,17.423429,78.469624,Public Complaint,Car Accident,Medium,Resolved,GHMC,25,21,6,0,27344,Driver,Well-lit,No,Open,Rain,Yes
529,2023-01-07,14:35:00,2023,1,14,Sunday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.443807,78.447955,Crime,Car Accident,Critical,In Progress,Police,7,46,0,0,44367,Police,No Streetlights,Yes,Open,Fog,No
530,2023-01-18,03:50:00,2023,1,3,Sunday,Miyapur,Industrial Road,West,North,Industrial Area,17.513214,78.378292,Accident,Heart Attack,Critical,In Progress,Traffic Police,29,41,7,4,190540,Police,Daylight,No,Open,Hot,No
531,2023-01-29,06:05:00,2023,1,6,Wednesday,Uppal,Market Road,East,East,Commercial,17.400977,78.564715,Crime,Car Accident,Low,In Progress,Police,11,38,10,9,131804,Driver,Dim,Yes,Open,Fog,No
532,2023-02-09,21:20:00,2023,2,21,Wednesday,Charminar,Old City Lane,South,South,Residential,17.346751,78.470264,Medical Emergency,Fire Alert,Medium,Open,Ambulance,14,26,13,0,76234,Family,Dim,No,Open,Heavy Rain,Yes
533,2023-02-20,16:35:00,2023,2,16,Wednesday,Kukatpally,School Street,North,Central,School,17.48399,78.426499,Medical Emergency,Car Accident,Low,In Progress,Ambulance,12,8,1,0,120661,Family,Daylight,Yes,Open,Hot,No
534,2023-03-03,11:50:00,2023,3,11,Saturday,Ameerpet,Hospital Road,Central,Central,Hospital,17.430845,78.455835,Medical Emergency,Noise Complaint,Critical,In Progress,Ambulance,14,35,10,4,196676,Anonymous,Dim,Yes,Open,Clear,No
535,2023-03-14,13:05:00,2023,3,13,Sunday,LB Nagar,Metro Road,East,East,Commercial,17.334815,78.552266,Accident,Theft,High,In Progress,Traffic Police,59,41,7,2,190267,Police,Well-lit,No,Open,Cloudy,No
537,2023-04-05,01:35:00,2023,4,1,Sunday,Tolichowki,Residential Area,South,South,Residential,17.389484,78.425263,Public Complaint,Noise Complaint,High,Open,GHMC,15,10,7,1,182296,Family,Dim,No,Open,Cloudy,Yes
538,2023-04-16,23:50:00,2023,4,23,Tuesday,Hitech City,IT Park Road,West,West,Public Park,17.460524,78.365445,Disaster,Heart Attack,Critical,Open,Disaster Management,48,30,14,7,127293,Anonymous,Dim,Yes,Open,Rain,No
539,2023-04-27,12:05:00,2023,4,12,Thursday,Medchal,Highway Road,North,North,Commercial,17.555606,78.480122,Crime,Heart Attack,Medium,Open,Police,16,3,0,0,61668,Driver,No Streetlights,No,Open,Fog,Yes
540,2023-05-08,14:20:00,2023,5,14,Thursday,Begumpet,Metro Road,North,Central,Residential,17.44267,78.467959,Crime,Fire Alert,Medium,In Progress,Police,48,20,1,1,190087,Driver,Dim,Yes,Open,Heavy Rain,Yes
541,2023-05-19,03:35:00,2023,5,3,Tuesday,Shamshabad,Airport Road,South,South,Residential,17.327484,78.434374,Public Complaint,Theft,Critical,Open,GHMC,45,2,2,0,167930,Family,Daylight,Yes,Open,Heavy Rain,Yes
542,2023-05-30,17:50:00,2023,5,17,Thursday,Patancheru,Industrial Road,North,North,Industrial Area,17.523394,78.398191,Medical Emergency,Theft,High,Open,Ambulance,33,10,9,1,64253,Neighbor,Daylight,No,Open,Fog,Yes
543,2023-06-10,05:05:00,2023,6,5,Sunday,Shadnagar,Village Area,South,South,Village Area,17.3103,78.389469,Disaster,Fire Alert,High,In Progress,Disaster Management,23,4,0,0,82632,Police,Well-lit,Yes,Open,Cloudy,Yes
544,2023-06-21,21:20:00,2023,6,21,Tuesday,Hayathnagar,School Street,East,East,School,17.387174,78.514097,Medical Emergency,Flood,Medium,Resolved,Ambulance,8,14,3,2,75506,Citizen,No Streetlights,No,Open,Clear,Yes
545,2023-07-02,02:35:00,2023,7,2,Thursday,Chevella,Agricultural Road,South,South,Residential,17.314527,78.418376,Accident,Car Accident,Critical,Resolved,Traffic Police,29,22,6,2,127185,Neighbor,Well-lit,Yes,Open,Fog,No
546,2023-07-13,19:50:00,2023,7,19,Saturday,Madhapur,Road No 36,West,West,Residential,17.455571,78.382297,Accident,Heart Attack,Low,Open,Traffic Police,6,47,9,9,119978,Family,Well-lit,Yes,Open,Clear,Yes
547,2023-07-24,00:15:00,2023,7,0,Wednesday,Gachibowli,Lake View Road,West,West,Commercial,17.439403,78.357436,Disaster,Car Accident,Medium,Open,Disaster Management,5,13,11,3,120318,Anonymous,No Streetlights,No,Open,Cloudy,Yes
548,2023-08-04,11:30:00,2023,8,11,Thursday,Secunderabad,Railway Station Road,North,North,Commercial,17.452445,78.497685,Public Complaint,Theft,Low,Resolved,GHMC,27,34,3,2,114915,Police,Daylight,No,Open,Rain,Yes
549,2023-08-15,22:45:00,2023,8,22,Tuesday,Banjara Hills,Road No 12,Central,Central,Commercial,17.437868,78.468228,Medical Emergency,Flood,High,Open,Ambulance,22,5,4,4,114101,Anonymous,Daylight,Yes,Open,Cloudy,Yes
550,2023-08-26,14:00:00,2023,8,14,Sunday,Jubilee Hills,Metro Road,Central,Central,Residential,17.431595,78.460188,Crime,Car Accident,Low,Open,Police,5,39,17,11,43408,Driver,Dim,Yes,Open,Rain,No
551,2023-09-06,02:15:00,2023,9,2,Monday,Miyapur,Industrial Road,West,North,Industrial Area,17.487302,78.379526,Public Complaint,Noise Complaint,High,Open,GHMC,12,41,9,4,28559,Police,No Streetlights,Yes,Open,Hot,Yes
552,2023-09-17,07:30:00,2023,9,7,Friday,Uppal,Market Road,East,East,Commercial,17.4112,78.552249,Fire,Theft,Critical,Resolved,Fire Department,12,41,11,3,85116,Police,No Streetlights,Yes,Open,Heavy Rain,Yes
553,2023-09-28,20:45:00,2023,9,20,Thursday,Charminar,Old City Lane,South,South,Commercial,17.356423,78.47878,Fire,Car Accident,Critical,In Progress,Fire Department,22,36,6,3,74997,Citizen,Well-lit,Yes,Open,Cloudy,Yes
554,2023-10-09,15:00:00,2023,10,15,Sunday,Kukatpally,School Street,North,Central,School,17.491054,78.404098,Disaster,Flood,Low,In Progress,Disaster Management,5,47,16,16,47712,Driver,Daylight,No,Open,Rain,No
555,2023-10-20,10:15:00,2023,10,10,Monday,Ameerpet,Hospital Road,Central,Central,Hospital,17.433585,78.439991,Public Complaint,Flood,Low,Resolved,GHMC,37,20,17,14,169668,Neighbor,Well-lit,Yes,Open,Fog,Yes
556,2023-10-31,12:30:00,2023,10,12,Thursday,LB Nagar,Metro Road,East,East,Commercial,17.344295,78.561627,Public Complaint,Theft,Medium,Resolved,GHMC,10,22,19,13,95584,Driver,Daylight,Yes,Open,Clear,No
557,2023-11-11,05:45:00,2023,11,5,Tuesday,Nampally,Main Road,Central,Central,Residential,17.399371,78.471757,Accident,Car Accident,High,Resolved,Traffic Police,46,32,13,4,173938,Police,Daylight,No,Open,Rain,No
558,2023-11-22,00:00:00,2023,11,0,Friday,Tolichowki,Residential Area,South,South,Commercial,17.387482,78.419781,Disaster,Flood,Medium,Open,Disaster Management,17,8,0,0,147504,Anonymous,Daylight,No,Open,Heavy Rain,Yes
559,2023-12-03,22:15:00,2023,12,22,Sunday,Hitech City,IT Park Road,West,West,Public Park,17.438053,78.36926,Public Complaint,Noise Complaint,Medium,Resolved,GHMC,5,33,5,5,16279,Anonymous,Daylight,Yes,Open,Rain,No
560,2023-12-14,13:30:00,2023,12,13,Friday,Medchal,Highway Road,North,North,Commercial,17.559169,78.476434,Accident,Heart Attack,Critical,Resolved,Traffic Police,17,40,3,1,73736,Driver,No Streetlights,No,Open,Cloudy,Yes
561,2023-12-25,04:45:00,2023,12,4,Monday,Begumpet,Metro Road,North,Central,Commercial,17.460247,78.484392,Public Complaint,Heart Attack,Low,Open,GHMC,6,10,8,2,68272,Neighbor,Daylight,No,Open,Fog,Yes
562,2023-12-26,16:00:00,2023,12,16,Thursday,Shamshabad,Airport Road,South,South,Commercial,17.31575,78.42466,Crime,Theft,Medium,Open,Police,8,36,1,0,165080,Citizen,Daylight,No,Open,Heavy Rain,No
563,2024-01-06,19:15:00,2024,1,19,Thursday,Patancheru,Industrial Road,North,North,Industrial Area,17.509705,78.421235,Public Complaint,Heart Attack,High,Resolved,GHMC,43,26,6,4,66448,Neighbor,Daylight,Yes,Open,Cloudy,No
564,2024-01-17,06:30:00,2024,1,6,Friday,Shadnagar,Village Area,South,South,Village Area,17.310137,78.39694,Accident,Flood,Medium,In Progress,Traffic Police,21,6,1,1,43406,Driver,Daylight,Yes,Open,Fog,Yes
565,2024-01-28,22:45:00,2024,1,22,Thursday,Hayathnagar,School Street,East,East,School,17.393427,78.524131,Accident,Theft,Critical,In Progress,Traffic Police,59,7,3,0,133187,Police,Well-lit,No,Open,Hot,Yes
566,2024-02-08,03:00:00,2024,2,3,Sunday,Chevella,Agricultural Road,South,South,Commercial,17.326596,78.428063,Crime,Fire Alert,Critical,In Progress,Police,44,37,7,6,81955,Police,Daylight,Yes,Open,Cloudy,Yes
567,2024-02-19,20:15:00,2024,2,20,Thursday,Madhapur,Road No 36,West,West,Commercial,17.44373,78.382427,Accident,Theft,Low,In Progress,Traffic Police,9,33,10,7,85813,Driver,Well-lit,Yes,Open,Hot,No
568,2024-03-01,01:30:00,2024,3,1,Friday,Gachibowli,Lake View Road,West,West,Commercial,17.438212,78.336242,Crime,Heart Attack,High,Resolved,Police,47,11,10,8,101981,Family,Dim,No,Open,Heavy Rain,No
569,2024-03-12,12:45:00,2024,3,12,Friday,Secunderabad,Railway Station Road,North,North,Residential,17.439232,78.495092,Crime,Car Accident,High,Open,Police,12,27,2,0,124373,Neighbor,No Streetlights,Yes,Open,Rain,No
570,2024-03-23,23:00:00,2024,3,23,Wednesday,Banjara Hills,Road No 12,Central,Central,Residential,17.421706,78.488676,Medical Emergency,Noise Complaint,Low,Resolved,Ambulance,24,38,9,2,156310,Citizen,Well-lit,No,Open,Fog,Yes
571,2024-04-03,15:15:00,2024,4,15,Monday,Jubilee Hills,Metro Road,Central,Central,Commercial,17.418837,78.449235,Medical Emergency,Noise Complaint,Critical,Open,Ambulance,45,50,8,3,28508,Family,Dim,Yes,Open,Heavy Rain,No
572,2024-04-14,03:30:00,2024,4,3,Thursday,Miyapur,Industrial Road,West,North,Industrial Area,17.497421,78.366182,Crime,Noise Complaint,Low,Open,Police,9,40,0,0,162921,Family,No Streetlights,Yes,Open,Clear,No
573,2024-04-25,08:45:00,2024,4,8,Wednesday,Uppal,Market Road,East,East,Commercial,17.420836,78.548574,Crime,Fire Alert,Medium,Resolved,Police,8,25,15,9,149162,Driver,Dim,Yes,Open,Rain,No
574,2024-05-06,21:00:00,2024,5,21,Wednesday,Charminar,Old City Lane,South,South,Commercial,17.348306,78.481352,Accident,Car Accident,High,Resolved,Traffic Police,25,49,8,3,30837,Police,Well-lit,Yes,Open,Rain,Yes
576,2024-05-28,11:30:00,2024,5,11,Saturday,Ameerpet,Hospital Road,Central,Central,Hospital,17.423419,78.462123,Medical Emergency,Theft,Critical,Open,Ambulance,47,5,0,0,175331,Family,Well-lit,No,Open,Rain,No
577,2024-06-08,13:45:00,2024,6,13,Tuesday,LB Nagar,Metro Road,East,East,Commercial,17.333781,78.54922,Disaster,Flood,Medium,Open,Disaster Management,42,47,5,3,168177,Police,Daylight,No,Open,Hot,Yes
578,2024-06-19,06:00:00,2024,6,6,Friday,Nampally,Main Road,Central,Central,Commercial,17.380429,78.489932,Accident,Flood,Low,In Progress,Traffic Police,39,49,5,5,30731,Family,Dim,No,Open,Clear,No
579,2024-06-30,23:15:00,2024,6,23,Friday,Tolichowki,Residential Area,South,South,Residential,17.375239,78.416324,Public Complaint,Car Accident,High,Resolved,GHMC,30,16,2,2,117978,Family,No Streetlights,No,Open,Clear,No
580,2024-07-11,00:30:00,2024,7,0,Sunday,Hitech City,IT Park Road,West,West,Public Park,17.437515,78.372302,Medical Emergency,Flood,Low,In Progress,Ambulance,44,32,7,7,56953,Family,Daylight,No,Open,Heavy Rain,No
581,2024-07-22,14:45:00,2024,7,14,Wednesday,Medchal,Highway Road,North,North,Commercial,17.547396,78.497602,Medical Emergency,Noise Complaint,High,Open,Ambulance,51,36,17,5,86170,Citizen,Well-lit,No,Open,Heavy Rain,Yes
582,2024-08-02,06:00:00,2024,8,6,Tuesday,Begumpet,Metro Road,North,Central,Commercial,17.438311,78.473738,Medical Emergency,Theft,Low,Resolved,Ambulance,46,18,13,6,81082,Driver,No Streetlights,No,Open,Hot,Yes
583,2024-08-13,17:15:00,2024,8,17,Saturday,Shamshabad,Airport Road,South,South,Commercial,17.328065,78.419333,Fire,Fire Alert,Low,Open,Fire Department,27,4,3,2,83211,Citizen,Daylight,No,Open,Cloudy,No
584,2024-08-24,18:30:00,2024,8,18,Wednesday,Patancheru,Industrial Road,North,North,Industrial Area,17.528489,78.417022,Public Complaint,Theft,Medium,Resolved,GHMC,26,2,1,1,94835,Neighbor,Well-lit,Yes,Open,Hot,Yes
585,2024-09-04,01:45:00,2024,9,1,Thursday,Shadnagar,Village Area,South,South,Village Area,17.286555,78.39256,Disaster,Fire Alert,High,Open,Disaster Management,56,43,10,7,151426,Anonymous,Well-lit,No,Open,Cloudy,No
586,2024-09-15,23:00:00,2024,9,23,Saturday,Hayathnagar,School Street,East,East,School,17.384452,78.524329,Crime,Car Accident,Medium,Open,Police,7,50,2,0,69644,Citizen,Well-lit,Yes,Open,Clear,No
587,2024-09-26,04:15:00,2024,9,4,Saturday,Chevella,Agricultural Road,South,South,Residential,17.299276,78.414958,Fire,Car Accident,Low,Open,Fire Department,17,38,7,6,124088,Driver,Well-lit,Yes,Open,Clear,No
588,2024-10-07,21:30:00,2024,10,21,Friday,Madhapur,Road No 36,West,West,Commercial,17.433715,78.394504,Accident,Theft,Critical,Open,Traffic Police,55,19,10,10,33836,Police,No Streetlights,No,Open,Clear,No
589,2024-10-18,02:45:00,2024,10,2,Monday,Gachibowli,Lake View Road,West,West,Commercial,17.429895,78.35005,Accident,Car Accident,Critical,In Progress,Traffic Police,27,45,19,5,130256,Citizen,Dim,No,Open,Heavy Rain,No
